id,log_price,property_type_encoded,room_type_encoded,bed_type_encoded,city_encoded,neighbourhood_encoded,cancellation_policy_encoded,cleaning_fee_encoded,instant_bookable_encoded,host_identity_verified_encoded,accommodates_numeric,bedrooms_numeric,beds_numeric,bathrooms_numeric,number_of_reviews_numeric,review_scores_rating_numeric,localisation,reputation,couchages,amenities_score,host_experience_years
15886369,4.382026634673881,7,2,1,5,1,1,1,0,0,2,1.0,1.0,1.0,21,91.0,28,37948.30932992931,3.0,180,0.0739219712525667
528726,5.416100402204419,7,5,-1,3,5,2,1,0,1,2,1.0,1.0,1.0,4,100.0,34,20000.0,3.0,90,3.696098562628337
20604474,4.976733742420574,7,5,1,5,4,3,1,0,1,3,0.0,2.0,1.0,4,95.0,34,18050.0,0.0,144,2.652977412731006
12973464,5.48063892334199,3,5,1,2,4,1,0,0,1,7,2.0,3.0,1.0,9,100.0,19,30000.0,20.0,178,4.553045859000685
15398002,5.673323267171493,10,5,1,2,4,1,1,1,1,8,2.0,4.0,3.0,2,100.0,40,14142.135623730952,24.0,151,1.3716632443531829
6902003,5.1298987149230735,7,5,1,2,4,1,1,0,1,4,2.0,2.0,2.0,75,96.0,31,79812.90121277387,12.0,143,2.806297056810404
14920989,4.605170185988092,7,5,1,2,4,3,1,0,1,2,0.0,1.0,1.0,53,82.0,31,48951.458895522206,0.0,98,1.5058179329226558
11229773,5.187385805840755,7,5,1,3,5,2,1,1,0,5,2.0,3.0,1.0,6,73.0,34,13053.330839291555,16.0,156,2.6666666666666665
4644696,2.302585092994046,7,5,1,4,2,2,1,0,1,2,0.0,1.0,1.0,3,87.0,29,13109.89256248883,0.0,148,3.2279260780287475
9489971,4.248495242049359,7,2,1,3,2,2,0,1,1,2,1.0,2.0,1.0,2,100.0,28,14142.135623730952,4.0,80,0.0
17356639,5.48063892334199,3,2,1,5,4,2,1,1,1,2,1.0,1.0,1.0,2,60.0,22,5091.168824543142,3.0,222,0.0
4199782,4.3694478524670215,7,2,1,2,5,2,1,1,1,2,1.0,1.0,1.0,96,97.0,33,92188.99595938768,3.0,134,0.969199178644764
13631473,4.442651256490317,7,5,1,5,2,3,0,0,0,2,1.0,1.0,1.0,1,100.0,30,10000.0,3.0,138,3.4387405886379194
1344271,5.293304824724492,7,5,1,3,2,1,1,1,1,6,2.0,2.0,1.0,7,94.0,28,23377.85858456672,16.0,115,4.728268309377139
15994498,4.762173934797756,6,2,1,3,3,1,0,0,1,2,1.0,1.0,1.0,4,100.0,27,20000.0,3.0,86,6.620123203285421
13814715,5.075173815233828,3,5,1,2,3,3,1,0,0,5,3.0,3.0,2.0,8,85.0,17,20435.385976291225,24.0,205,0.4161533196440794
15373072,5.17614973257383,3,2,1,4,4,1,1,0,1,2,1.0,1.0,1.0,2,100.0,21,14142.135623730952,3.0,106,3.8466803559206015
10134431,4.248495242049359,3,2,1,2,3,3,0,0,1,2,1.0,1.0,1.0,2,100.0,17,14142.135623730952,3.0,122,1.8809034907597533
12445714,6.1092475827643655,6,5,1,3,4,1,1,0,0,8,3.0,4.0,3.5,2,100.0,29,14142.135623730952,36.0,244,0.0
13190149,4.941642422609304,7,5,1,3,4,2,0,0,1,2,1.0,1.0,1.0,53,96.0,32,67093.49273960925,3.0,70,5.6591375770020536
4738742,4.454347296253506,7,2,1,5,3,2,1,0,1,1,1.0,1.0,1.0,58,98.0,32,73141.88490871698,2.0,171,3.129363449691992
20711342,4.8283137373023015,7,5,1,3,3,1,1,0,0,4,2.0,2.0,2.0,3,100.0,30,17320.508075688773,12.0,222,0.6461327857631759
20149677,5.899897353582492,9,5,1,3,5,1,0,1,0,6,2.0,3.0,1.5,12,100.0,40,34641.016151377546,18.0,230,0.8459958932238193
1441443,3.7841896339182615,7,2,1,3,2,1,0,1,1,2,1.0,1.0,1.0,1,40.0,28,1600.0,3.0,123,2.855578370978782
9434513,4.84418708645859,9,2,1,4,5,1,0,0,1,2,1.0,1.0,1.0,200,98.0,41,135821.07053031205,3.0,172,4.673511293634497
7048508,4.700480365792417,7,5,1,3,2,1,1,0,1,2,0.0,1.0,1.0,8,95.0,28,25526.55480083437,0.0,109,3.9342915811088295
2939849,5.666426688112433,7,5,1,5,5,2,1,0,1,2,1.0,1.0,1.0,34,92.0,36,49353.17683797063,3.0,169,2.3326488706365502
17874352,5.135798437050261,7,5,1,3,4,2,1,0,1,3,1.0,1.0,1.0,13,98.0,32,34627.71444955615,4.0,139,2.940451745379877
18909989,5.579729825986222,7,5,1,3,4,2,1,0,1,5,2.0,2.0,1.0,14,97.0,32,35205.254352156015,14.0,107,2.360027378507872
18278021,5.272999558563747,3,5,1,2,4,2,1,0,0,5,2.0,2.0,1.0,38,97.0,19,58000.97135393509,14.0,193,5.598904859685147
930955,4.4998096703302615,7,5,1,2,1,2,1,0,1,4,1.0,1.0,1.0,4,100.0,25,20000.0,5.0,99,3.1184120465434635
8104781,5.966146739123692,3,5,1,1,4,3,1,0,1,6,3.0,3.0,2.5,3,100.0,18,17320.508075688773,27.0,179,1.2621492128678986
17025043,4.060443010546419,7,2,1,3,3,2,1,1,0,3,2.0,2.0,1.0,226,91.0,30,124490.72730930604,10.0,146,3.7207392197125255
13207127,5.857933154483459,3,5,-1,3,2,3,1,0,0,6,3.0,3.0,2.0,1,100.0,16,10000.0,27.0,113,1.648186173853525
17331105,4.691347882229144,7,2,1,3,5,1,1,1,0,2,1.0,1.0,1.0,26,92.0,34,43158.10116304933,3.0,147,0.6105407255304586
4653267,5.857933154483459,7,5,1,5,4,3,0,0,0,4,1.0,1.0,1.0,2,100.0,34,14142.135623730952,5.0,170,1.264887063655031
16720735,5.513428746164983,6,5,1,3,3,1,1,0,1,6,3.0,3.0,2.0,65,89.0,27,63861.14362427281,27.0,156,2.652977412731006
1669674,4.605170185988092,7,5,1,3,2,3,0,0,0,2,2.0,1.0,1.0,1,100.0,28,10000.0,6.0,119,3.290896646132785
6528570,5.703782474656202,3,5,1,2,3,1,1,0,1,6,3.0,4.0,2.0,7,91.0,17,21909.466606925875,30.0,186,1.0485968514715949
14294875,4.84418708645859,7,5,1,2,4,1,1,0,1,2,1.0,1.0,1.0,3,93.0,31,14980.50743466322,3.0,152,1.1170431211498972
13649728,6.684611727667928,3,5,1,1,3,1,1,0,1,16,6.0,6.0,2.5,44,93.0,16,57370.975623567705,50.0,188,5.637234770704997
8310080,3.49650756146648,7,2,-1,3,1,2,1,0,1,1,1.0,1.0,0.5,5,100.0,26,22360.679774997898,2.0,54,0.648870636550308
7749233,3.912023005428147,3,2,1,5,2,2,1,0,1,1,1.0,1.0,1.0,15,89.0,18,30677.90108530895,2.0,85,2.299794661190965
5453764,4.59511985013459,3,5,1,1,3,1,1,0,1,6,2.0,3.0,1.0,27,97.0,16,48890.5981452467,18.0,183,1.834360027378508
10986459,5.105945473900579,7,5,1,2,1,2,1,0,1,4,1.0,2.0,1.0,4,90.0,25,16200.0,6.0,151,1.8535249828884328
7664144,5.298317366548036,7,2,1,3,3,2,0,1,1,2,1.0,1.0,1.0,11,100.0,30,33166.247903553995,3.0,193,3.052703627652293
9550398,3.688879454113936,3,2,1,2,1,1,0,1,1,4,1.0,2.0,1.0,13,69.0,13,17166.029622484053,6.0,169,2.617385352498289
17846556,4.553876891600541,3,2,1,5,4,1,1,0,0,2,1.0,1.0,1.0,1,100.0,22,10000.0,3.0,73,2.507871321013005
13980749,5.010635294096256,7,2,1,3,5,1,1,0,1,2,1.0,1.0,1.0,1,80.0,34,6400.0,3.0,116,5.248459958932238
10782718,4.4188406077965965,10,5,1,2,5,1,1,0,1,1,1.0,1.0,1.0,9,73.0,42,15987.0,2.0,217,3.4989733059548254
10369097,3.80666248977032,3,1,1,4,3,3,0,0,1,4,1.0,2.0,1.5,10,85.0,19,22847.45609471654,6.0,53,2.6611909650924024
12204279,3.871201010907892,3,2,1,2,3,1,1,0,1,1,1.0,2.0,1.0,22,93.0,17,40567.40590671285,3.0,173,0.8213552361396304
13766631,5.293304824724492,3,5,1,2,4,1,1,1,1,8,3.0,4.0,3.0,31,92.0,19,47125.5575669933,36.0,230,0.8569472963723477
12897941,3.555348061489413,3,2,-1,2,2,3,0,0,0,1,1.0,1.0,1.0,2,90.0,15,11455.12985522207,2.0,87,0.9308692676249144
15177635,4.59511985013459,3,2,1,5,1,1,0,1,1,2,1.0,2.0,2.0,35,94.0,16,52274.48096346821,4.0,106,2.6611909650924024
13695852,4.31748811353631,3,2,1,4,2,1,0,1,1,3,1.0,2.0,1.0,248,97.0,17,148173.08017315427,5.0,160,5.47296372347707
18058148,5.521460917862246,3,5,1,3,3,3,0,1,1,5,3.0,3.0,2.0,1,80.0,18,6400.0,24.0,153,2.5763175906913074
18324872,4.867534450455582,7,5,1,3,4,1,1,0,1,2,1.0,1.0,1.0,13,97.0,32,33924.631950840674,3.0,97,3.868583162217659
17726161,4.605170185988092,7,2,1,5,3,1,1,0,1,1,1.0,1.0,1.0,133,98.0,32,110758.73115921833,2.0,167,4.39151266255989
19692298,4.770684624465665,3,5,1,2,4,2,1,0,1,2,1.0,1.0,1.0,110,99.0,19,102793.75520915656,3.0,200,1.431895961670089
240623,4.31748811353631,3,2,1,3,2,1,1,0,1,2,1.0,1.0,1.0,18,93.0,16,36694.59930289469,3.0,80,4.101300479123887
16298989,4.787491742782046,7,5,1,3,4,3,0,1,0,2,0.0,1.0,1.0,19,99.0,32,42721.56854564215,0.0,96,0.9418206707734428
80734,4.382026634673881,7,2,1,3,4,1,1,0,1,2,1.0,1.0,1.0,54,94.0,32,64931.07410169649,3.0,115,3.5345653661875427
3917682,4.4998096703302615,3,2,-1,4,3,1,1,0,1,4,1.0,2.0,1.0,4,93.0,19,17298.0,6.0,109,8.005475701574264
9827107,4.8283137373023015,7,5,1,2,4,2,1,1,1,2,0.0,1.0,1.0,3,93.0,31,14980.50743466322,0.0,181,3.370294318959617
2821294,5.783825182329737,7,5,1,3,5,3,0,0,0,4,2.0,2.0,1.0,26,97.0,34,47976.67460339451,12.0,181,5.336071184120465
1937761,3.912023005428147,3,2,1,3,3,1,1,0,1,2,1.0,1.0,1.0,2,100.0,18,14142.135623730952,3.0,130,2.524298425735797
7002139,4.30406509320417,7,2,1,3,4,1,1,0,0,2,1.0,1.0,1.0,47,96.0,32,63181.71279729602,3.0,93,4.164271047227926
15773147,2.995732273553992,7,1,-1,2,1,1,1,0,1,2,1.0,1.0,1.0,13,92.0,25,30517.38599552721,3.0,111,1.5496235455167693
10091236,4.0943445622221,7,2,1,3,3,2,1,0,1,2,1.0,1.0,1.0,2,100.0,30,14142.135623730952,3.0,201,1.0349075975359343
10806143,4.442651256490317,7,2,1,3,3,1,1,1,1,2,1.0,1.0,1.0,24,89.0,30,38804.816505171104,3.0,55,4.826830937713894
17716362,4.941642422609304,7,5,1,2,5,1,1,0,1,4,1.0,1.0,1.0,5,100.0,33,22360.679774997898,5.0,150,2.9596167008898013
17703445,3.828641396489095,7,2,1,3,2,2,1,0,1,1,1.0,1.0,1.0,6,90.0,28,19840.866916543742,2.0,130,3.2142368240930868
17151230,4.248495242049359,6,2,1,3,3,1,1,0,1,3,1.0,1.0,3.0,56,85.0,27,54066.949238883455,4.0,109,0.7802874743326489
7182324,5.298317366548036,7,2,1,3,5,1,1,1,0,3,1.0,2.0,2.0,6,100.0,34,24494.89742783178,5.0,163,0.0
13883611,5.459585514144161,7,5,1,4,3,3,0,1,0,4,2.0,3.0,2.0,6,97.0,31,23047.24898984692,14.0,288,1.5605749486652978
17048582,4.653960350157523,7,2,1,3,4,1,1,0,1,1,1.0,1.0,1.0,32,95.0,32,51053.10960166874,2.0,101,3.436002737850787
18847289,4.3694478524670215,3,2,1,4,5,2,1,0,1,2,1.0,1.0,1.5,44,99.0,23,65012.479140546544,3.0,154,1.6454483230663928
17351505,4.248495242049359,7,2,1,3,2,1,1,1,1,2,1.0,1.0,1.0,4,100.0,28,20000.0,3.0,89,5.574264202600959
16295080,4.48863636973214,3,2,1,5,1,1,1,0,1,2,1.0,1.0,1.0,37,93.0,16,52609.8131245493,3.0,110,4.098562628336755
17189941,4.634728988229637,7,5,1,3,3,1,1,1,0,4,1.0,2.0,1.0,8,93.0,30,24463.0662019298,6.0,136,0.0
20710408,4.0943445622221,7,2,1,3,4,3,0,0,1,2,1.0,1.0,1.0,5,92.0,32,18926.079361558222,3.0,96,4.232717316906228
6209147,4.0943445622221,7,2,1,3,2,1,1,0,0,1,1.0,1.0,1.0,3,100.0,28,17320.508075688773,2.0,56,0.7091033538672142
16977425,6.212606095751518,7,5,1,3,5,1,1,0,1,5,2.0,2.0,2.0,25,98.0,34,48020.0,14.0,185,1.782340862422998
15631510,6.052089168924417,9,5,1,5,5,1,1,0,1,4,2.0,2.0,1.5,6,100.0,42,24494.89742783178,12.0,278,1.9931553730321696
14005176,5.0998664278242005,7,2,1,2,4,1,1,0,1,3,1.0,1.0,1.0,3,87.0,31,13109.89256248883,4.0,179,4.265571526351814
11207036,5.521460917862246,7,5,1,3,5,1,1,0,1,3,2.0,2.0,1.0,1,100.0,34,10000.0,10.0,101,4.898015058179329
9978756,4.189654742026425,9,2,1,4,4,2,1,1,0,3,1.0,2.0,1.0,131,92.0,39,96874.90787608524,5.0,171,5.768651608487337
4874052,4.605170185988092,7,2,1,3,4,1,1,0,1,4,1.0,1.0,1.0,2,100.0,32,14142.135623730952,5.0,168,3.972621492128679
11440702,5.416100402204419,7,5,1,3,4,1,1,0,1,2,1.0,2.0,1.0,6,90.0,32,19840.866916543742,4.0,136,3.24435318275154
21016290,4.553876891600541,7,2,1,3,5,3,1,0,1,2,1.0,1.0,1.0,18,91.0,34,35133.3075300348,3.0,142,4.383299110198494
14351570,4.248495242049359,7,5,1,3,3,1,1,0,1,2,1.0,1.0,1.0,7,93.0,30,22883.10308939765,3.0,105,6.036960985626283
10106305,4.31748811353631,7,2,1,5,2,2,1,1,0,3,1.0,1.0,1.0,3,100.0,30,17320.508075688773,4.0,137,0.7282683093771389
8763529,4.4998096703302615,7,2,-1,5,4,2,1,0,1,2,1.0,1.0,1.0,6,97.0,34,23047.24898984692,3.0,100,5.062286105407256
8214040,4.382026634673881,3,2,1,3,3,1,1,1,1,3,1.0,2.0,2.0,114,86.0,18,78967.67075202358,5.0,153,2.1711156741957565
1320713,5.298317366548036,7,5,1,3,4,1,1,1,0,4,2.0,2.0,1.0,5,88.0,32,17316.110417758373,12.0,106,0.0
11510667,5.010635294096256,7,5,1,3,3,1,1,0,1,4,1.0,2.0,1.0,9,91.0,30,24843.0,6.0,112,1.587953456536619
19783922,5.521460917862246,10,5,1,1,4,3,1,0,1,4,1.0,2.0,2.0,34,99.0,39,57149.1595213788,6.0,217,4.629705681040384
6004786,5.5606816310155285,7,5,1,1,5,1,1,0,1,5,2.0,3.0,1.0,10,100.0,32,31622.7766016838,16.0,167,1.0403832991101984
19009827,4.867534450455582,7,5,1,3,3,2,0,0,0,3,1.0,1.0,1.0,1,100.0,30,10000.0,4.0,99,1.5030800821355237
16225583,4.787491742782046,9,5,1,3,3,3,1,0,1,2,1.0,1.0,1.0,2,100.0,36,14142.135623730952,3.0,177,2.4531143052703626
4461846,4.382026634673881,7,2,1,3,4,3,1,0,1,2,1.0,1.0,1.0,2,100.0,32,14142.135623730952,3.0,154,0.7638603696098563
14093119,4.442651256490317,3,5,1,2,1,2,1,0,0,3,0.0,1.0,1.0,39,99.0,13,61207.2253823027,0.0,111,0.9555099247091032
4800447,6.956545443151567,7,5,1,3,5,1,1,0,1,4,2.0,2.0,2.5,8,100.0,34,28284.271247461904,12.0,264,1.8590006844626967
3585309,4.59511985013459,3,2,1,3,4,3,1,1,1,3,1.0,2.0,1.0,45,89.0,20,53135.683349327504,5.0,147,7.534565366187543
15423132,4.700480365792417,7,2,1,3,3,1,0,1,1,4,2.0,2.0,1.0,67,93.0,30,70795.11612392482,12.0,128,1.2922655715263518
14320182,4.787491742782046,7,5,1,5,3,1,1,1,1,2,1.0,1.0,1.0,39,93.0,32,54012.98768814775,3.0,184,3.668720054757016
2664975,5.6167710976665735,7,5,1,2,5,3,1,0,1,6,3.0,3.0,2.0,1,100.0,33,10000.0,27.0,106,2.937713894592745
6994038,4.174387269895637,7,2,1,3,2,1,1,0,0,2,1.0,1.0,1.0,30,99.0,28,53682.28786108133,3.0,110,5.478439425051334
8308082,6.309918278226516,3,5,1,2,3,2,1,1,1,11,3.0,5.0,2.0,9,100.0,17,30000.0,48.0,206,0.4736481861738535
2496301,5.459585514144161,7,5,1,5,4,3,0,0,0,1,1.0,1.0,1.0,2,100.0,34,14142.135623730952,2.0,112,0.0930869267624914
14231514,4.976733742420574,7,5,1,3,2,1,0,0,1,10,2.0,2.0,1.0,27,93.0,28,44941.52230398966,24.0,171,1.5605749486652978
11776141,5.010635294096256,7,2,1,3,4,1,1,1,1,2,1.0,2.0,1.0,13,88.0,32,27921.389077193133,4.0,230,3.268993839835729
19585582,4.74493212836325,7,5,1,2,5,2,1,0,1,2,0.0,1.0,1.0,44,95.0,33,59865.07746591497,0.0,124,5.065023956194388
7648940,4.4998096703302615,7,5,1,1,4,1,1,1,1,3,0.0,1.0,1.0,56,93.0,30,64723.18947641564,0.0,183,0.676249144421629
8370744,4.248495242049359,3,5,1,4,1,1,1,0,1,2,1.0,1.0,1.0,68,95.0,15,74422.05654239877,3.0,170,2.943189596167009
19728214,3.80666248977032,3,2,1,4,3,3,0,0,1,1,1.0,1.0,0.5,3,93.0,19,14980.50743466322,2.0,80,2.8199863107460645
9437643,5.521460917862246,3,5,1,5,3,1,1,0,1,6,2.0,3.0,1.5,104,98.0,20,97941.9668170902,18.0,195,0.9527720739219712
7072245,5.267858159063328,7,5,1,3,5,2,0,0,1,4,1.0,2.0,1.0,8,95.0,34,25526.55480083437,6.0,130,4.0629705681040384
538012,4.31748811353631,7,2,1,2,5,3,0,0,1,2,1.0,1.0,1.0,9,86.0,33,22188.0,3.0,180,1.9219712525667352
18062242,5.272999558563747,7,5,1,4,4,1,1,0,1,4,1.0,2.0,1.5,45,94.0,33,59273.68994756443,6.0,178,3.403148528405202
18849595,4.204692619390967,7,2,-1,2,4,1,0,0,0,2,1.0,1.0,1.0,6,83.0,31,16874.534838033313,3.0,123,0.9117043121149896
1367775,4.736198448394496,3,5,1,1,5,2,1,0,1,4,2.0,2.0,2.5,15,93.0,20,33497.43296134795,12.0,144,4.837782340862423
14914866,4.553876891600541,3,5,1,2,2,2,1,0,1,2,0.0,1.0,1.0,68,95.0,15,74422.05654239877,0.0,142,4.572210814510609
6867502,5.703782474656202,7,5,1,3,3,1,1,0,0,9,4.0,4.0,1.5,8,95.0,30,25526.55480083437,50.0,266,0.0
16976030,4.605170185988092,7,5,1,2,5,1,1,0,1,8,1.0,2.0,1.0,10,83.0,33,21784.930800899965,10.0,193,1.3853524982888432
4951151,4.8283137373023015,9,5,1,3,4,2,1,1,0,6,2.0,3.0,1.0,8,93.0,38,24463.0662019298,18.0,146,0.0
18720933,5.288267030694535,7,5,1,3,5,1,1,0,1,3,1.0,1.0,1.0,19,95.0,34,39339.062965454585,4.0,187,1.267624914442163
10392524,4.007333185232471,7,2,1,3,2,1,1,1,1,2,1.0,1.0,1.0,45,100.0,28,67082.03932499369,3.0,115,1.648186173853525
889302,4.442651256490317,7,2,1,3,3,1,1,0,1,2,1.0,1.0,1.0,29,92.0,30,45580.03492758644,3.0,102,4.761122518822724
7618146,5.010635294096256,7,5,1,3,4,2,1,1,1,3,1.0,1.0,1.0,13,97.0,32,33924.631950840674,4.0,146,3.249828884325804
11966786,3.688879454113936,7,2,1,3,3,3,0,1,1,2,1.0,1.0,1.0,1,80.0,30,6400.0,3.0,81,3.816563997262149
17916860,5.4380793089231965,7,5,1,3,5,1,1,1,1,4,1.0,2.0,1.0,20,96.0,34,41215.204961276126,6.0,155,5.207392197125257
20667572,5.298317366548036,7,5,1,3,3,3,0,1,0,10,3.0,3.0,2.0,18,78.0,30,25812.225940433727,39.0,123,1.516769336071184
4493418,4.382026634673881,7,2,1,3,5,3,1,1,0,2,1.0,1.0,1.0,1,100.0,34,10000.0,3.0,34,0.0
6811855,4.8283137373023015,7,5,1,2,4,1,1,1,0,2,0.0,1.0,1.0,15,81.0,31,25410.643734466863,0.0,141,0.5284052019164955
4070444,5.298317366548036,9,5,1,1,4,3,0,0,1,5,2.0,1.0,2.0,6,100.0,36,24494.89742783178,12.0,180,1.3442847364818618
4792705,4.700480365792417,7,2,1,3,4,3,1,0,1,2,1.0,1.0,1.0,79,99.0,32,87113.19348411009,3.0,175,3.337440109514032
18482476,6.51471269087253,7,5,1,3,2,1,1,1,1,16,4.0,9.0,2.0,12,95.0,28,31263.517076618235,50.0,179,2.160164271047228
13356272,6.620073206530356,3,5,1,2,5,1,1,0,1,5,2.0,3.0,1.0,31,93.0,21,48155.593974116855,16.0,183,1.9630390143737169
12916189,4.4998096703302615,7,5,1,2,4,1,0,0,1,2,0.0,1.0,1.0,7,91.0,31,21909.466606925875,0.0,105,5.7440109514031485
959791,5.978885764901122,3,5,1,2,5,1,1,0,1,4,2.0,2.0,2.0,23,97.0,21,45123.97880284937,12.0,81,5.434633812457221
13883806,4.174387269895637,7,2,1,3,3,1,0,0,0,2,1.0,1.0,2.0,1,100.0,30,10000.0,3.0,78,3.709787816563997
14965074,5.003946305945459,7,5,1,2,5,2,1,1,0,5,1.0,3.0,1.0,1,100.0,33,10000.0,8.0,223,0.5147159479808351
1598863,4.4998096703302615,3,2,1,5,1,2,1,0,1,4,2.0,3.0,1.0,4,90.0,16,16200.0,14.0,218,4.65160848733744
15345019,5.241747015059644,7,5,1,5,4,1,1,1,1,3,0.0,1.0,1.0,2,100.0,34,14142.135623730952,0.0,134,4.640657084188912
553516,4.941642422609304,7,5,1,3,4,2,1,0,1,2,1.0,1.0,1.0,9,91.0,32,24843.0,3.0,154,3.9315537303216974
16018915,6.437751649736401,3,5,1,2,5,1,1,1,0,8,3.0,4.0,3.0,2,100.0,21,14142.135623730952,36.0,121,0.6379192334017796
6333447,4.8283137373023015,10,5,1,1,4,1,1,0,1,2,2.0,2.0,1.0,6,87.0,39,18540.187863125877,8.0,147,1.4948665297741273
17368490,4.31748811353631,7,1,1,3,5,2,0,0,1,1,1.0,1.0,1.0,118,96.0,34,100111.38500690118,2.0,100,5.125256673511293
12446699,4.219507705176107,7,2,1,3,3,1,1,1,1,2,1.0,1.0,1.0,16,91.0,30,33124.0,3.0,144,1.2210814510609171
4853647,6.253828811575472,3,5,1,2,4,1,1,1,1,16,8.0,8.0,3.0,7,95.0,19,23877.905582357933,50.0,186,1.108829568788501
9943876,5.017279836814924,7,1,1,1,3,3,1,0,0,6,1.0,2.0,1.0,18,99.0,28,41582.12137445611,8.0,166,3.6249144421629023
18956236,4.941642422609304,7,5,1,3,1,1,1,0,0,2,1.0,2.0,1.0,50,99.0,26,69303.53562409352,4.0,187,3.693360711841205
144978,4.382026634673881,7,2,1,3,4,2,1,0,1,2,1.0,1.0,1.0,7,89.0,32,20956.996134942623,3.0,122,5.412731006160164
18359288,4.795790545596741,3,5,1,2,4,3,1,1,0,6,2.0,3.0,1.0,1,100.0,19,10000.0,18.0,200,2.132785763175907
4084955,4.007333185232471,3,2,1,2,1,3,0,0,1,2,1.0,1.0,1.0,3,93.0,13,14980.50743466322,3.0,97,4.525667351129363
15775830,5.556828061699537,7,5,1,4,5,-1,0,0,1,2,1.0,1.0,1.0,3,100.0,35,17320.508075688773,3.0,120,7.479808350444901
3774986,4.653960350157523,6,5,1,2,3,1,1,1,1,4,2.0,4.0,1.0,23,95.0,26,43282.37949789729,16.0,210,1.9739904175222447
8192443,5.48063892334199,3,5,1,5,2,1,1,0,1,4,2.0,2.0,1.0,15,96.0,18,35693.41451864756,12.0,141,1.051334702258727
19696972,5.68697535633982,7,5,1,3,4,3,1,0,1,4,2.0,2.0,1.0,7,91.0,32,21909.466606925875,12.0,175,2.704996577686516
13514679,6.177944114050598,3,5,1,3,4,1,1,0,0,8,4.0,4.0,2.5,5,96.0,20,20607.602480638063,48.0,170,4.610540725530458
17304145,4.948759890378168,7,5,1,3,5,1,1,0,1,3,2.0,2.0,1.0,92,93.0,34,82958.29369026341,10.0,183,3.162217659137577
13117259,3.332204510175204,4,1,1,4,4,2,0,0,1,8,1.0,8.0,3.0,68,81.0,24,54103.39201935494,16.0,89,1.0622861054072552
13697001,4.605170185988092,7,5,1,3,5,2,1,0,1,2,0.0,1.0,1.0,112,94.0,34,93511.43433826687,0.0,127,3.7782340862423
9050138,4.48863636973214,7,2,1,3,3,2,1,0,1,2,1.0,1.0,1.0,51,94.0,30,63101.66159460463,3.0,177,2.239561943874059
18350373,4.8283137373023015,7,5,1,3,2,1,1,0,0,3,1.0,2.0,1.0,1,100.0,28,10000.0,5.0,163,1.4702258726899384
17686585,5.1929568508902095,7,5,1,3,2,1,1,0,1,8,3.0,4.0,1.5,49,90.0,28,56700.0,36.0,89,4.889801505817933
19206550,4.605170185988092,7,5,1,3,3,1,0,1,0,2,1.0,1.0,1.0,26,96.0,30,46992.563837271104,3.0,145,0.0
16476143,5.416100402204419,7,5,1,3,5,3,1,0,0,4,1.0,4.0,1.0,7,69.0,34,12596.421991978516,8.0,180,0.5776865160848734
855542,4.820281565605037,7,5,1,3,2,3,1,0,0,3,1.0,2.0,1.0,49,98.0,28,67228.0,5.0,115,1.3004791238877482
21152260,4.158883083359672,3,2,1,3,3,2,1,0,1,3,1.0,2.0,1.0,14,99.0,18,36671.9840477714,5.0,141,2.067077344284737
16633629,4.442651256490317,3,2,-1,4,3,2,0,1,1,2,1.0,1.0,1.0,17,95.0,19,37211.028271199386,3.0,158,5.724845995893224
6017408,5.298317366548036,7,5,1,2,4,1,0,0,1,4,2.0,2.0,2.0,15,93.0,31,33497.43296134795,12.0,136,1.700205338809035
15648607,3.912023005428147,7,2,1,3,3,3,0,1,0,2,1.0,1.0,2.0,86,78.0,30,56420.69492659586,3.0,123,1.516769336071184
11791673,4.248495242049359,3,2,1,3,3,1,1,0,1,10,1.0,3.0,1.5,13,80.0,18,23075.52816296953,13.0,103,2.6694045174537986
16598311,5.857933154483459,7,5,1,3,5,1,1,1,1,7,3.0,3.0,1.0,14,74.0,34,20489.315849974104,30.0,134,0.5420944558521561
924600,5.1929568508902095,7,5,1,5,4,1,1,0,1,3,1.0,1.0,1.0,1,100.0,34,10000.0,4.0,165,4.465434633812457
1963542,4.0943445622221,7,2,1,3,3,1,1,0,0,2,1.0,1.0,2.0,1,100.0,30,10000.0,3.0,110,0.9637234770704995
5299075,5.010635294096256,7,2,1,5,3,3,0,0,1,2,1.0,1.0,1.0,1,80.0,32,6400.0,3.0,172,4.70362765229295
12053997,3.5263605246161616,7,2,1,3,2,3,1,1,1,4,1.0,2.0,1.0,12,100.0,28,34641.016151377546,6.0,223,0.0684462696783025
7384592,5.1298987149230735,7,5,1,2,4,1,1,1,1,6,2.0,3.0,1.0,3,80.0,31,11085.125168440814,18.0,143,0.1286789869952087
13032261,4.31748811353631,7,2,1,2,4,2,1,0,1,2,1.0,1.0,1.0,29,97.0,31,50669.01567032855,3.0,184,1.0677618069815196
10016503,5.1929568508902095,7,5,1,2,4,1,1,0,1,4,2.0,2.0,1.5,2,100.0,31,14142.135623730952,12.0,111,0.8980150581793293
5185172,4.61512051684126,7,5,1,5,3,2,1,1,1,2,1.0,1.0,1.0,8,98.0,32,27164.214106062413,3.0,201,2.0123203285420943
10488146,4.553876891600541,7,2,1,3,4,1,1,0,1,1,1.0,1.0,1.0,3,100.0,32,17320.508075688773,2.0,122,2.521560574948665
20666679,3.871201010907892,7,2,1,3,2,1,0,0,1,2,1.0,1.0,1.0,2,100.0,28,14142.135623730952,3.0,106,1.952087611225188
